Event,ExecTime(ms),VectorSize
Shutdown Kernel Exec Time,0.769407,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.64932,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.72698,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04521,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005695,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768575,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.8649,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.94064,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04589,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005536,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.76944,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.96342,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.03921,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04525,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005791,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768576,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.91493,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.94929,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04918,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005312,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769055,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.99276,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.06911,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04618,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004833,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768384,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.74918,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.82185,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04493,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006144,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768608,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.79948,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87094,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0464,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005441,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.76864,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.3707,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.56858,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0856,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.010175,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53411,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8178,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.0055,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08755,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008447,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53443,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.3005,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.56404,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0855,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53334,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.2732,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.54534,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08698,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004832,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53273,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.4766,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.74691,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08726,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004993,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53379,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.6856,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.9156,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004991,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53286,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.3001,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.57292,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08714,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005471,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53341,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8665,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09354,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.09034,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53379,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.3563,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.62824,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08582,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005345,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53338,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.5985,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.86981,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08707,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005759,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53395,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.6011,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87489,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08554,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005792,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53338,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.3598,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.6304,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08624,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004288,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53318,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.4474,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.71698,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08659,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004384,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53385,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.4135,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.6825,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08685,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53389,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.5162,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78785,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08621,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004544,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53248,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.3869,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.65898,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08592,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005057,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53293,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.7359,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.96562,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53366,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8265,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.01005,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0879,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008353,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.5351,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.9085,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.11506,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004736,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53338,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.4118,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.68453,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08685,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00496,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53395,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.6794,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91119,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00576,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53395,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.7412,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.96902,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08957,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00576,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53267,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.6444,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87468,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004927,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53331,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.7143,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.98744,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08659,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005504,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53222,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.9438,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17019,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005633,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53261,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8934,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.07275,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08826,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008225,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53475,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8328,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.01309,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08762,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008479,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53517,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8855,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.11467,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08963,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004415,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53322,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.1981,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47044,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.08707,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005792,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53389,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,12.8544,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.08473,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,8.0896,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005184,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.53289,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.9836,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.5952,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1719,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005697,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06336,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.4657,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09028,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004511,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06297,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.4151,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.00551,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1715,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006848,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06234,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,21.8925,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.54978,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1679,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006144,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06202,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.7189,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.3165,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.171,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006593,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06269,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.3511,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95687,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1696,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00672,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06176,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,21.9783,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.63688,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.168,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005791,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.0631,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.0178,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.67534,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1677,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004831,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06179,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.0989,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.75548,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006144,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06224,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,21.9519,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.6101,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1677,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06176,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.2411,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.9001,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005439,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06221,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,25.7448,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.39676,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1687,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006143,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06246,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.1544,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.81239,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1689,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006048,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06176,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.4807,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.1354,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1673,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006143,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06307,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.6728,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.27051,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1693,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007136,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06205,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.4492,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.10933,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1687,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004992,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06176,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.2778,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.93185,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1679,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006272,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06195,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.2951,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87654,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1831,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007456,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06237,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.0859,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.74647,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1678,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004705,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06179,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.3135,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91878,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1692,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006464,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06304,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.1126,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.70662,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1715,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005472,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.0624,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,21.8659,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.52745,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005119,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06211,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.0607,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.7196,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004769,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06234,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.2507,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.86609,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1718,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006048,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.0632,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.3852,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.04389,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1684,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005024,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06352,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.2959,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95744,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1686,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004991,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06304,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,21.973,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.63266,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004609,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06176,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.1273,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78522,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.169,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004576,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06176,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.2726,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.89055,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1713,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005985,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.0624,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,22.6422,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.23064,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,16.1712,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006336,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,3.06195,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,42.1553,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.55286,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3318,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12147,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6361,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.06826,131072,NVIDIA GeForce RTX 2080 Ti
