Event,ExecTime(ms),VectorSize
Enqueue Kernel Exec Time,32.333,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006592,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12128,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.3656,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.80076,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.333,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12148,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6883,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.12043,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3321,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007168,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.1208,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5636,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.99503,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3318,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006241,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12147,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6187,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.00721,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3325,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006462,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12003,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5167,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.90876,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3359,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006848,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12003,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5445,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.97712,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3318,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006527,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12013,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.2763,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.71038,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3333,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5646,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95436,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3347,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007939,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12026,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5274,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91767,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3361,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006622,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12073,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.807,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.19616,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3359,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007007,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.11974,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.2898,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.71678,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3333,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00819,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12093,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5198,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95057,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3338,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006497,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12134,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6515,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.06002,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3343,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006656,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.11993,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.4477,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.88267,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3318,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007488,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12109,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.4678,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.89983,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3336,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006142,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12144,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.4864,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.88028,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.333,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00637,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12134,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6642,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09595,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3329,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007874,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12045,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6056,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.01178,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.334,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00621,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.11997,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6556,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.08686,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3337,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007008,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12099,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.7346,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.15043,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3329,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12087,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5977,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.98646,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3359,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007363,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12122,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.1418,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.57188,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3335,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007458,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12147,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.7311,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.1192,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3359,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007038,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12106,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.2722,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.70268,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3319,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007744,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.1209,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.6347,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.02437,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3362,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007267,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12038,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.4174,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.80694,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3359,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006847,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12093,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5227,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95558,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3334,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.007362,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.12147,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,41.5263,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91363,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,32.3372,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006145,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,6.11984,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,78.1719,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.62443,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,62.548,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.009529,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.8419,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,77.55,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.04653,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,62.5444,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008255,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.8424,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,77.0122,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.3133,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.8658,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.01014,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.717,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,75.9405,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.01713,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.2105,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008194,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.5937,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,88.6893,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,15.7668,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.2101,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008865,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.5934,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,76.1308,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.16589,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.2141,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008194,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.5934,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,76.2614,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.32226,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.212,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008187,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.5937,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.7024,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.76102,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7014,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00819,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1247,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.9275,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.98573,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.6999,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008575,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1247,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.9538,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.96861,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7039,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00819,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1251,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.8716,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.92664,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7013,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00877,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1251,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.829,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.88686,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7007,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008259,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1249,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.6153,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.66515,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7006,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00819,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1252,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.6986,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.75836,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7004,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00819,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1248,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,72.8423,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.89708,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,58.7013,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00845,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.1247,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,75.1005,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.94883,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,60.5629,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008351,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.473,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,75.4432,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.2894,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,60.563,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008194,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.4727,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,75.2874,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.13645,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,60.5627,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00819,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.4729,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,75.2771,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09483,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,60.5655,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.009278,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.4718,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,76.0495,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.08085,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.213,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008484,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.5937,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,76.1264,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17962,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.2106,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008446,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.5935,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,76.4592,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87782,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.4928,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.009758,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.9711,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,82.1052,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.83955,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,63.914,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008225,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,12.2371,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,79.9269,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.89993,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,64.6601,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.010239,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,12.2373,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,80.3421,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.28492,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,64.6642,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.009056,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,12.2368,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,78.4442,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.08081,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,63.236,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008674,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.9723,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,76.9826,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.24168,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.868,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008644,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.718,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,77.6398,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.94088,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.8645,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008705,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.7166,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,77.1966,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45576,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,61.8679,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008575,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.7166,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,75.6066,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.41315,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,60.5655,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008186,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,11.4729,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113.302,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.09731,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7355,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.016701,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3428,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.269,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.05778,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7422,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.017212,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3423,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.514,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.30498,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.742,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.017761,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.829,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.57452,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7459,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018433,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3411,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.701,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.46265,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7484,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018333,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3424,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.344,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.12676,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7524,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.017921,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.077,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.86115,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7485,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018051,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.485,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.26705,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7434,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018432,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.341,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.817,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.56534,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7481,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018433,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3413,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.346,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.12007,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7582,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018273,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3422,524288,NVIDIA GeForce RTX 2080 Ti
