Event,ExecTime(ms),VectorSize,Device
Total Exec Time,0.195961,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.043954,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.132929,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.238783,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038271,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.186368,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.322714,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044533,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.264192,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.336111,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.08096,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.239969,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.544409,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.145353,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.383841,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.713883,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.273547,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.421888,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.32476,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.527851,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.776192,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.49508,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.05006,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.42336,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.35752,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.07511,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.26019,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.36716,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.15474,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.17792,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.511,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.62792,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.85549,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,35.0946,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,19.8676,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.1814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,67.2378,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.9047,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,28.2829,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,124.885,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.509,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,45.3255,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.568,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.794,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.7222,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,442.447,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,306.024,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,136.369,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,857.52,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,596.023,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,261.38,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1646.04,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1161.48,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,484.491,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3219.95,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2290.73,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,929.093,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.53252,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.141433,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.539711,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.283889,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.073661,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.18432,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.276913,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.067661,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.188416,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.363903,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.078162,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.266241,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.406059,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.139216,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.246432,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.649075,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.23256,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.395617,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.06081,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.439726,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.597184,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.77725,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.839639,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.91136,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.2517,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.80725,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.41443,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.86182,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.57367,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.24646,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,9.26657,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.13763,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.10214,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.7711,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.72056,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,8.02265,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,33.098,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.5538,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,14.4992,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,65.7209,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.7963,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,26.8759,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,121.58,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3009,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,42.2286,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,232.769,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,155.997,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.7218,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,440.738,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.486,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,136.192,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,844.519,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.376,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,250.027,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1665.5,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1163.22,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,502.227,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3210.17,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2288.49,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,921.563,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.09887,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.092345,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.520192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.199267,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.043564,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.135648,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.2366,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038474,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.183136,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.321667,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044481,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.26256,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.336467,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081053,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.240255,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.553208,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.153897,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.382689,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.71452,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.27329,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.422241,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.31448,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.521976,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.770656,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.43208,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.04929,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.36058,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.30394,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.0808,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.19139,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.3963,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.12799,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.24387,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.672,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.77184,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.87046,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,33.8902,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.3962,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.4481,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.1629,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.7076,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.4058,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,123.326,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3859,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,43.8922,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.147,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.121,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.9594,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,442.708,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,305.368,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,137.285,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,848.716,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,595.971,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,252.628,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1664.77,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1164.72,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,499.997,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3222.64,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2286.62,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,935.895,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.18306,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.089907,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.555169,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.198421,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.045761,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.132991,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.235763,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038216,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.182272,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.326469,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044728,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.267264,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.338977,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.082012,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.241696,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.540071,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.143233,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.38176,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.710713,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.271317,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.420097,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.3422,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.534809,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.784896,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.44578,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.04954,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.37434,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.33873,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.08768,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.22829,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.45193,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.12687,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.29229,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.4127,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.77933,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.60416,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.2321,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.0568,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,16.132,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.5224,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.9571,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.5151,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,123.881,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3277,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,44.501,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,242.647,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,155.919,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,86.6754,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,442.358,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.855,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,137.447,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,849.722,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,595.244,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,254.361,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1648.84,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1166.06,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,482.703,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3211.16,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2288.77,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,922.269,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.75946,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.091131,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.507904,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.208027,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044711,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.142816,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.246308,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038112,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.192512,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.337356,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044961,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.277984,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.402931,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.080896,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.3072,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.520426,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.143215,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.360608,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.787293,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.274169,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.493152,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.31126,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.529022,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.760289,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.46942,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.05378,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.39392,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.30679,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.12904,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.1449,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.42299,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.22011,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.17923,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.4982,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.66931,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.79866,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,32.0076,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,17.3753,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,14.5866,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.0453,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.722,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.2739,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,125.382,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3729,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,45.959,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,232.125,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,155.995,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.0803,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,441.756,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.512,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,137.19,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,846.473,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.483,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,251.874,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1664.73,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1164.72,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,499.952,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3204.13,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2287.52,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,916.479,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.1157,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.09176,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.496032,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.313939,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.115105,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.162303,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.259233,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038255,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.205025,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.341389,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.04618,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.278944,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.400266,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081807,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.303648,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.515305,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.142176,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.356513,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.774409,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.273892,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.481921,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.29564,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.524075,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.748032,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.48857,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.05011,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.41613,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.29238,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.08443,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.17702,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.22215,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.14241,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.0552,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.7005,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.80377,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.86829,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.4266,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.7942,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.5837,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.4162,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.6878,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.6767,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,124.032,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.2345,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,44.7476,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,236.569,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.285,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,80.2335,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,447.752,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,305.178,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,142.521,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,850.117,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,595.395,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,254.601,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1646.03,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1162.08,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,483.885,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3203.51,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2288.34,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,915.046,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.92507,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.099361,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.498015,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.199521,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044442,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.135167,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.23914,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038198,4096,NVIDIA GeForce RTX 2080 Ti
